,EMA,SMA,Index_EMA,Index_SMA,percent_difference
2014-10-21,314.7361,315.6815,193.8954,194.4455,-0.057354972686510686
2014-10-22,314.5679,314.9195,193.9054,194.101,-1.1081586489795707
2014-10-23,314.4357,314.482,194.1315,194.0355,-9.053518374260126
2014-10-24,311.8285,312.6745,194.4695,193.955,1.1401923709864867
2014-10-27,309.7467,311.082,194.7514,193.8875,0.8035521862701853
2014-10-28,308.3985,309.7395,195.2199,193.958,-0.38212040021317345
2014-10-29,307.0386,308.5725,195.6218,194.147,0.996063150628363
2014-10-30,306.2797,307.6055,196.1159,194.4035,1.051020226343907
2014-10-31,306.2016,306.7415,196.7706,194.662,0.02600131504189851
2014-11-03,306.1558,305.9175,197.3743,194.9395,-0.6170574132491023
2014-11-04,305.8371,305.209,197.8558,195.333,-2.7194074345371204
2014-11-05,304.9498,303.9,198.4153,195.6225,-0.3374817643661253
2014-11-06,304.1584,302.9635,198.9948,196.1525,0.958351466333297
2014-11-07,303.749,302.387,199.5438,196.8005,1.487093664482368
2014-11-10,303.8786,302.32,200.092,197.6375,2.1543192131340674
2014-11-11,304.653,302.505,200.609,198.4635,-0.08239996998828779
2014-11-12,305.3061,302.782,201.0615,199.357,1.5321509324555498
2014-11-13,306.3703,303.463,201.4832,200.26,3.5393670612269443
2014-11-14,308.4131,304.672,201.8734,201.0505,-1.493981096227395
2014-11-17,309.8071,305.514,202.234,201.7545,-0.025846022356057485
2014-11-18,311.2474,305.994,202.6794,202.3325,0.6453149313952511
2014-11-19,312.7038,306.6725,203.0528,202.9625,1.0700761084967823
2014-11-20,314.4025,307.5405,203.4211,203.4945,0.09102667361964556
2014-11-21,316.1384,309.819,203.861,204.0125,0.5972762112753063
2014-11-24,317.9957,312.1025,204.3199,204.575,-0.1116745953539002
2014-11-25,319.619,314.075,204.7218,205.0185,-0.6785157376032055
2014-11-26,320.9477,316.0475,205.1331,205.4985,1.7399744344546253
2014-11-28,322.6326,318.026,205.4614,205.887,-3.061372075363543
2014-12-01,322.9533,319.053,205.625,206.0965,-0.5323816698321574
2014-12-02,323.273,320.0825,205.8969,206.365,-3.399666761473153
2014-12-03,322.628,320.767,206.221,206.7085,0.255306751082562
2014-12-04,322.0853,321.7875,206.4905,206.9745,-1.5433247180577525
2014-12-05,321.1848,322.587,206.7714,207.2215,-1.2189059221493719
2014-12-08,319.7996,322.926,206.8865,207.3825,1.9783499070619943
2014-12-09,319.1044,323.2955,206.9773,207.5095,-0.572260431100849
2014-12-10,317.8411,322.987,206.7509,207.4635,0.037509750675590314
2014-12-11,316.8429,322.7795,206.6356,207.4725,1.5876476165144697
2014-12-12,315.936,322.3215,206.2179,207.3105,0.300303577464706
2014-12-15,314.9964,321.234,205.7038,207.0725,-2.820401264802218
2014-12-16,313.0977,319.8345,205.0901,206.7525,-0.6475341533279364
2014-12-17,311.7436,318.532,204.9034,206.5635,-2.8364017671091966
2014-12-18,310.409,317.0915,205.2088,206.639,0.2963846843789644
2014-12-19,309.4081,315.5595,205.5708,206.7435,1.745194269898338
2014-12-22,309.135,314.255,205.9917,206.841,-0.24033687406060827
2014-12-23,308.8635,312.7873,206.4039,206.923,-0.5730057520134035
2014-12-24,308.308,311.1868,206.6788,206.9605,1.7322306872691502
2014-12-26,308.3824,309.9628,206.9808,207.001,0.7828634638733336
2014-12-29,308.7308,308.6328,207.2884,207.0825,0.013236895870995746
2014-12-30,308.8802,307.8478,207.4523,207.174,1.0399878943754628
2014-12-31,309.0202,307.0498,207.3969,207.0935,-0.5219814873825575
2015-01-02,308.9726,306.6508,207.3333,206.965,-0.2958173336537051
2015-01-05,308.3266,305.9138,206.9302,206.6675,-1.382297705333048
2015-01-06,307.085,305.0468,206.3911,206.259,-0.17716919485476512
2015-01-07,306.2598,304.6358,206.1405,206.048,-1.1028150957692913
2015-01-08,305.7074,304.0338,206.2605,206.026,-0.3310850716782553
2015-01-09,304.8715,303.5883,206.2023,206.0785,-1.100453625814347
2015-01-12,303.5894,302.7908,206.0012,206.006,1.4024092319445214
2015-01-13,302.7466,302.1618,205.7687,206.0715,0.10549979250389319
2015-01-14,301.8441,301.5218,205.4412,206.147,-1.215950789391152
2015-01-15,300.4256,301.1163,204.9639,206.2055,0.03854441648835594
2015-01-16,299.5032,300.7093,204.7769,206.199,-0.6934403158781894
2015-01-20,298.5448,300.2948,204.6553,205.9685,2.206913494226928
2015-01-21,298.4215,300.1623,204.6405,205.743,2.9299795805478475
2015-01-22,299.5547,300.3513,204.9128,205.6185,1.2019931233052905
2015-01-23,300.7771,300.6565,205.0535,205.422,-1.1403933948304172
2015-01-26,301.6231,300.988,205.2332,205.3045,0.4036441955146459
2015-01-27,302.1113,300.871,205.131,205.02,0.3672680774527177
2015-01-28,302.2826,300.4645,204.7871,204.5855,1.6318611241870462
2015-01-29,303.1872,300.5385,204.6597,204.3075,14.97971635323134
2015-01-30,308.0769,302.7475,204.2988,204.0075,1.5889959712118162
2015-02-02,313.4477,305.545,204.2046,203.8365,-1.6738959195598442
2015-02-03,318.2194,308.613,204.3947,203.9915,0.6841036118531999
2015-02-04,322.6509,312.086,204.4971,204.2015,1.459444441275455
2015-02-05,327.5308,315.8595,204.7945,204.3945,0.4270136956320331
2015-02-06,331.9831,319.5505,204.9998,204.372,-0.5638527349655564
2015-02-09,335.6571,323.232,205.1008,204.3925,-0.4250955074623981
2015-02-10,339.2131,327.3113,205.4045,204.6025,0.5270647468281607
2015-02-11,342.6347,331.3313,205.6888,204.844,-0.38981547149793616
2015-02-12,345.9238,335.5263,206.1308,205.244,0.7838459574333321
2015-02-13,349.3434,340.2703,206.6212,205.7865,-1.8559947108180384
2015-02-17,351.8278,344.5048,207.1011,206.2195,-0.5298059195565091
2015-02-18,353.8795,348.7013,207.5315,206.6255,1.5868811357603054
2015-02-19,356.2714,352.7885,207.9047,206.973,0.6208136476337666
2015-02-20,358.8799,356.4555,208.3652,207.235,-0.8845750035906714
2015-02-23,360.9046,359.843,208.7752,207.549,-0.7086802371892551
2015-02-24,362.589,363.2895,209.2071,207.8675,1.865863746957951
2015-02-25,364.7586,367.2205,209.5826,208.317,-0.03531303812742158
2015-02-26,366.6673,371.265,209.8995,208.8865,-0.8770437881329826
2015-02-27,367.9523,374.684,210.1195,209.3245,0.8092817314998355
2015-03-02,369.6383,376.2403,210.4472,209.959,0.1785548078229089
2015-03-03,371.0642,377.2473,210.6522,210.4235,-0.07278035100393859
2015-03-04,372.1742,378.2058,210.753,210.699,1.231264032099493
2015-03-05,373.6653,379.3598,210.8651,211.022,-0.6037507277445944
2015-03-06,374.2771,379.6698,210.6855,211.09,-0.8188440220653677
2015-03-09,374.685,379.8838,210.606,211.235,-0.7568045172144338
2015-03-10,374.1922,379.8313,210.2074,211.2531,-0.635939606729546
2015-03-11,373.4472,379.5,209.8048,211.1376,0.9004076950080928
2015-03-12,373.5227,379.455,209.6853,211.1456,-0.36422035576374423
2015-03-13,373.2425,379.1255,209.4553,210.9926,-0.6371904140554099
2015-03-16,373.2527,378.7015,209.5205,210.9356,-0.04514862380612067
2015-03-17,373.1258,378.526,209.5119,210.8241,-0.3149584707416633
2015-03-18,373.3171,378.6143,209.7393,210.8381,-0.07570362604022551
2015-03-19,373.3098,378.3265,209.8584,210.8151,0.5250432827174586
2015-03-20,373.8031,378.068,210.1433,210.8206,-0.7285872245592864
2015-03-23,373.9276,377.8165,210.3678,210.8121,0.353962116210613
2015-03-24,373.9431,377.5915,210.4442,210.7051,1.0480403638408875
2015-03-25,373.659,376.871,210.1343,210.4071,-0.7269998680079908
2015-03-26,373.0581,375.9985,209.8053,210.0956,0.670613355494472
2015-03-27,372.8202,375.5185,209.5476,209.8401,-0.12926029868845523
2015-03-30,372.9887,374.9653,209.5545,209.6431,0.1891993841517935
2015-03-31,372.9041,374.3398,209.3903,209.4046,-0.18307883553195486
2015-04-01,372.6518,373.7165,209.1798,209.1781,0.2588680396532662
2015-04-02,372.6135,372.9375,209.0446,208.9696,0.5551562439794022
2015-04-06,373.0351,372.785,209.067,208.9846,-0.4012849000519707
2015-04-07,373.1661,372.5775,209.0282,208.9251,1.4540835343168648
2015-04-08,373.9312,373.162,209.0646,209.0745,0.17452145194015162
2015-04-09,374.8463,374.0205,209.1851,209.292,-0.7550364944856975
2015-04-10,375.5895,374.441,209.3989,209.436,0.3829934109494564
2015-04-13,376.2343,375.03,209.5,209.5955,0.5434121126750993
2015-04-14,377.0796,375.618,209.6266,209.63,-0.9433067386776348
2015-04-15,377.6863,376.1945,209.8441,209.754,0.7226364479531359
2015-04-16,378.4819,376.7398,210.0313,209.7495,-1.558047546253448
2015-04-17,378.2036,376.8558,209.9674,209.668,2.797372456723704
2015-04-20,379.2804,377.4068,210.0924,209.5895,0.5328710308569261
2015-04-21,380.4137,378.2103,210.1846,209.5175,-0.8360536700540908
2015-04-22,381.3077,378.9958,210.3651,209.563,-0.20116275086373706
2015-04-23,382.1345,379.9473,210.5789,209.834,13.910069529001891
2015-04-24,388.1313,383.8348,210.8171,210.154,-1.075114600182867
2015-04-27,392.934,387.2348,210.9526,210.411,-2.382451020527991
2015-04-28,396.3984,389.9708,211.1304,210.571,0.4039768546013859
2015-04-29,399.5385,392.8343,211.2123,210.779,-0.7582245948423656
2015-04-30,401.6568,395.4105,211.0826,210.9125,-0.823296477041888
2015-05-01,403.6771,397.9415,211.1814,211.1305,-0.28037178005823593
2015-05-04,405.5212,400.2415,211.3355,211.3065,0.7187041450069939
2015-05-05,407.0134,402.5805,211.2407,211.3905,-0.08259706026826935
2015-05-06,408.1645,404.4755,211.0721,211.3935,1.4648946927524737
2015-05-07,409.947,406.6425,210.9976,211.3915,0.2923335264580331
2015-05-08,412.2082,409.1945,211.1911,211.4715,0.2898132417646705
2015-05-11,414.1741,411.719,211.2682,211.5485,-0.11617548019816681
2015-05-12,415.7785,414.0145,211.276,211.5745,-1.0006842555909412
2015-05-13,416.8348,416.1855,211.2906,211.5505,0.1984530749334994
2015-05-14,418.3058,418.4975,211.5192,211.6445,-1.5557149743007679
2015-05-15,419.0386,421.0195,211.7469,211.872,-0.4729201412642675
2015-05-18,419.6292,422.806,212.0129,212.035,-0.811474920140524
2015-05-19,419.8273,424.3325,212.2497,212.207,0.6077311273299155
2015-05-20,420.2114,426.0355,212.444,212.3175,1.5438249092172187
2015-05-21,421.2989,428.1175,212.6789,212.4325,-0.7173296669399039
2015-05-22,421.9019,427.244,212.8485,212.5015,0.5813401302598457
2015-05-26,422.2417,426.5895,212.7801,212.496,0.4414931204810071
2015-05-27,423.1158,426.695,212.9115,212.563,-0.9934511509775333
2015-05-28,423.4448,426.555,213.0038,212.6575,1.2313962473061628
2015-05-29,423.9957,426.9275,212.9634,212.794,0.21967618261836042
2015-06-01,424.6552,427.33,212.9621,212.8355,0.09607526072143081
2015-06-02,425.2585,427.7275,212.9448,212.8345,1.0173527020499038
2015-06-03,426.3377,428.4975,212.9862,212.9865,-0.5246943260502807
2015-06-04,426.7608,429.0815,212.8599,213.096,-0.6670306778054926
2015-06-05,426.7788,429.085,212.7009,213.141,-0.1924977007115798
2015-06-08,426.4665,428.5755,212.4332,212.984,0.5008832703339361
2015-06-09,426.3726,428.207,212.1843,212.875,0.05657019867603563
2015-06-10,426.7914,428.1945,212.1963,212.923,0.17158662510383182
2015-06-11,427.3798,428.4995,212.2757,213.003,0.05601947675753716
2015-06-12,427.6217,428.3815,212.1932,212.889,-1.0375060598934285
2015-06-15,427.2454,428.265,212.0348,212.72,0.29161733869152184
2015-06-16,427.2468,428.366,212.0029,212.578,-0.008259062686164553
2015-06-17,427.3004,428.671,212.0017,212.4525,1.7020447218184527
2015-06-18,428.4518,429.4475,212.2034,212.444,-0.42419411535190765
2015-06-19,429.0678,429.612,212.265,212.341,-0.3991174635655669
2015-06-22,429.7557,430.045,212.4655,212.3365,2.1766435288377517
2015-06-23,431.3018,431.071,212.6564,212.4535,0.09952026322796481
2015-06-24,432.2102,431.542,212.5729,212.3345,0.1485046846365665
2015-06-25,432.9616,432.2185,212.4336,212.196,-0.4828633744504246
2015-06-26,433.451,432.662,212.3133,212.1255,0.22172226677604012
2015-06-29,433.109,432.609,211.7815,211.8145,0.7470171780129828
2015-06-30,433.2024,432.764,211.3471,211.5365,-0.02156680452495474
2015-07-01,433.6012,432.804,211.1083,211.3095,0.1928701200048667
2015-07-02,433.9925,433.1505,210.8685,211.156,-0.11785599854943096
2015-07-06,434.1875,433.605,210.5991,210.9985,-0.4593172994382797
2015-07-07,434.4287,434.266,210.4773,210.97,0.07897588776286701
2015-07-08,433.9784,434.477,210.0309,210.7685,0.9116642209659377
2015-07-09,434.0176,434.658,209.6622,210.461,0.8237876569325213
2015-07-10,434.9216,435.185,209.5792,210.249,1.6176318290987486
2015-07-13,436.8881,436.4675,209.723,210.233,1.7781685583560751
2015-07-14,439.6197,438.5625,209.937,210.305,-0.9030410771076254
2015-07-15,441.674,440.259,210.123,210.3145,2.3150806765096528
2015-07-16,444.8937,442.6425,210.4494,210.3925,1.4759597109099831
2015-07-17,448.5238,444.8235,210.7666,210.3755,1.0163867613401607
2015-07-20,452.2929,447.4825,211.0612,210.426,0.3676167623441472
2015-07-21,455.6936,450.068,211.2487,210.359,0.2477890245582228
2015-07-22,458.7961,452.182,211.3793,210.2665,-0.7063896993556235
2015-07-23,461.0232,454.249,211.388,210.251,10.846965477950208
2015-07-24,467.5372,458.715,211.1843,210.158,0.9780335794537556
2015-07-27,473.6203,463.3805,210.8801,209.999,-2.25765314658704
2015-07-28,478.6117,468.189,210.8515,210.1915,-0.10497267591569837
2015-07-29,483.4106,472.9345,210.96,210.43,1.4338982890639986
2015-07-30,488.4915,477.903,211.0647,210.591,0.02782456349942844
2015-07-31,493.0304,482.825,211.1309,210.7495,0.1311107917581509
2015-08-03,497.0303,487.7745,211.1223,210.8995,-0.3765226431791425
2015-08-04,500.3513,492.5335,211.0725,210.9635,0.5855881913411587
2015-08-05,503.8426,497.899,211.1028,211.2435,-0.6017320840564415
2015-08-06,506.2823,502.6525,210.9682,211.42,-1.048666118908479
2015-08-07,507.8383,506.608,210.7979,211.4395,-1.002797326929521
2015-08-10,509.3775,510.0295,210.8962,211.4765,1.5619717741398031
2015-08-11,511.0996,513.124,210.8032,211.374,-0.3891355361128045
2015-08-12,512.5102,516.36,210.7382,211.2855,0.8129926511432872
2015-08-13,514.1435,519.069,210.6593,211.1035,0.008164529610443394
2015-08-14,515.7984,521.4945,210.6565,210.946,0.10740673681487434
2015-08-17,517.6481,523.8505,210.7721,210.8465,0.24582471235007441
2015-08-18,519.3025,526.2015,210.8195,210.7585,0.41214885595059075
2015-08-19,520.5994,528.434,210.7005,210.606,-1.092847063837172
2015-08-20,520.1404,530.114,210.169,210.2885,-1.0553584489728696
2015-08-21,517.6956,528.3665,209.0872,209.7665,-2.119752190223325
2015-08-24,512.5218,524.9645,207.3189,208.893,1.8231603610553266
2015-08-25,508.1264,521.9815,205.5057,207.778,3.445801124988131
2015-08-26,507.4258,520.57,204.5699,206.9625,1.0564926864631774
2015-08-27,508.4681,519.6505,204.1813,206.384,-0.06446068351359002
2015-08-28,509.3768,518.7435,203.8288,205.82,-0.12546893690544147
2015-08-31,509.7114,517.6365,203.3451,205.2055,-0.15888723304406227
2015-09-01,508.457,515.8685,202.3342,204.312,0.8446661346368964
2015-09-02,508.6563,514.5455,201.7823,203.5695,-1.228402175379641
2015-09-03,508.2814,513.3085,201.2993,202.9205,0.4172041881629944
2015-09-04,507.3975,512.1275,200.5717,202.1445,1.12842270309492
2015-09-08,508.3634,511.8045,200.3906,201.4865,1.263644278623344
2015-09-09,509.1755,511.276,199.9639,200.786,0.4990760781323442
2015-09-10,510.4197,511.0925,199.6778,200.128,0.8912678597027954
2015-09-11,512.2312,511.0815,199.5104,199.5285,-1.1333171725137765
2015-09-14,513.1025,510.5745,199.2856,198.8545,-1.0629724562782878
2015-09-15,513.9851,509.932,199.3174,198.242,0.0643009147746173
2015-09-16,515.2618,509.5505,199.5167,197.749,2.429972073886626
2015-09-17,517.5102,509.848,199.6485,197.3155,1.925443452577043
2015-09-18,519.6768,511.072,199.4486,196.937,0.9783820070396878
2015-09-21,522.4114,513.768,199.3668,196.926,-0.5628211688406122
2015-09-22,523.9341,517.5195,199.0548,197.2045,-0.26447367354209694
2015-09-23,525.0899,521.0045,198.741,197.5785,-0.07519859013589242
2015-09-24,525.9147,522.6535,198.3904,197.5475,-1.159537532557684
2015-09-25,525.7562,522.9475,197.958,197.2155,-1.354440165267968
2015-09-28,523.6899,522.25,197.1058,196.642,-1.601000930588694
2015-09-29,521.0594,521.409,196.3376,196.1565,1.2476779932077293
2015-09-30,520.1861,522.1765,195.9921,196.1555,1.4499553277312889
2015-10-01,520.237,522.685,195.73,195.9905,0.805433834126583
2015-10-02,521.4087,524.076,195.7624,195.9585,0.28128378934797427
2015-10-05,523.5298,526.31,196.1298,196.2565,-0.7646628358448322
2015-10-06,524.8584,527.307,196.3908,196.2665,0.005138992889657135
2015-10-07,526.4852,528.5595,196.7831,196.4965,-2.5377655138234454
2015-10-08,527.1209,529.1055,197.3133,196.766,1.1712757721129587
2015-10-09,528.3284,529.6235,197.8072,196.995,1.8358980692437683
2015-10-12,530.4105,531.064,198.2713,197.2715,0.4118745989082143
2015-10-13,532.1714,532.3905,198.5664,197.359,-0.23991868128171012
2015-10-14,533.377,533.2625,198.7372,197.3065,1.6999589055321864
2015-10-15,536.1449,534.441,199.1842,197.433,1.036856276286884
2015-10-16,539.4415,535.966,199.6742,197.772,0.34043522253684905
2015-10-19,542.6519,537.204,200.1329,198.067,-1.9940943970643574
2015-10-20,544.3879,538.328,200.5193,198.472,-0.3282777829853284
2015-10-21,545.4719,539.313,200.7555,198.834,-0.18068554601963438
2015-10-22,547.2279,540.821,201.2874,199.398,5.103586319523119
2015-10-23,552.1614,544.56,201.9895,200.1385,1.829291422647708
2015-10-26,557.5375,549.7875,202.5791,201.097,0.5864826198087598
2015-10-27,562.6301,555.5345,203.0744,202.034,-0.12466801617406997
2015-10-28,567.8177,560.795,203.7445,202.904,1.583709873294367
2015-10-29,573.4113,566.0865,204.3403,203.742,0.34863823432173746
2015-10-30,578.4102,570.7545,204.7888,204.391,-0.8283675429887385
2015-11-02,583.1664,574.988,205.4375,204.99,-0.7342793853677876
2015-11-03,587.18,579.3795,206.0749,205.653,2.7604343978192256
2015-11-04,592.301,584.33,206.5992,206.2065,2.416355590305623
2015-11-05,598.3342,590.4545,207.0488,206.655,0.6052331645865267
2015-11-06,604.1472,596.433,207.4479,207.092,0.37255175525362094
2015-11-09,609.037,601.698,207.6158,207.4185,0.39544226584519515
2015-11-10,613.8601,607.237,207.8162,207.836,2.443287225557766
2015-11-11,619.5163,613.658,207.9203,208.2635,0.2710253384395107
2015-11-12,623.9052,618.816,207.7346,208.3905,-2.3764214664616894
2015-11-13,625.6619,622.3955,207.3475,208.3575,-0.6966156396360303
2015-11-16,627.7712,626.1285,207.2972,208.474,-0.5656434817561536
2015-11-17,629.2501,630.2495,207.2261,208.592,1.5389180161915572
2015-11-18,632.5158,635.638,207.4779,208.9355,-0.24680738129017987
2015-11-19,635.2543,640.506,207.6867,209.102,0.6326965101281552
2015-11-20,638.4158,643.977,207.966,209.2,1.7666975954694821
2015-11-23,642.28,647.496,208.1807,209.302,-1.2973638201190456
2015-11-24,645.0296,650.503,208.4035,209.439,0.6195514294245162
2015-11-25,647.9163,653.415,208.606,209.46,-0.39349151470402216
2015-11-27,650.3299,655.7505,208.8064,209.4955,-0.8579203220183743
2015-11-30,651.708,657.6955,208.9077,209.5365,1.1634460035055771
2015-12-01,654.313,660.231,209.1955,209.553,0.5842097757243925
2015-12-02,656.3794,662.766,209.2474,209.4335,-0.022958911695525552
2015-12-03,657.3194,664.031,209.0105,209.1925,-0.9948568406618157
2015-12-04,658.7785,664.8805,209.1809,209.1665,0.19894139402792932
2015-12-07,659.8311,665.4035,209.2113,209.0795,1.7736250322767417
2015-12-08,661.4976,666.4955,209.1083,209.0255,-1.0634180061123208
2015-12-09,661.8112,666.751,208.859,208.864,-0.6233740774118823
2015-12-10,661.8596,666.2045,208.6829,208.769,-1.3570825388119676
2015-12-11,659.7921,664.932,208.1312,208.615,2.138537252533112
2015-12-14,659.6128,665.71,207.7549,208.6405,-0.8734680811179425
2015-12-15,659.5202,666.2515,207.6058,208.609,1.1555448714114076
2015-12-16,661.0678,667.875,207.7548,208.74,0.7196130630758073
2015-12-17,661.9804,668.2305,207.5953,208.5505,0.902358939112105
2015-12-18,662.186,668.374,207.0834,208.178,-0.8047378706827943
2015-12-21,662.4074,668.177,206.7859,207.845,-1.1313143665964487
2015-12-22,662.4781,667.385,206.6968,207.6265,-1.1752602214964152
2015-12-23,662.5945,667.0125,206.8628,207.5225,0.6352943887576435
2015-12-24,662.6131,666.385,206.8597,207.3375,2.109297475082087
2015-12-28,663.8118,666.482,206.8102,207.119,1.7282547566777726
2015-12-29,666.684,667.9405,206.9721,207.051,0.03249129401869344
2015-12-30,668.816,668.441,206.9719,206.803,-0.8980831425492186
2015-12-31,669.4898,668.435,206.7717,206.5595,-4.35448602700831
2016-01-04,666.3945,666.972,206.3172,206.3215,-0.7102834665324969
2016-01-05,663.2893,665.0295,205.9461,205.9025,1.1292888699507295
2016-01-06,660.3713,663.1705,205.3579,205.416,-1.5130414281331332
2016-01-07,655.3779,659.701,204.3705,204.759,0.9613530894156191
2016-01-08,650.7752,656.814,203.2714,204.076,1.6572569068787713
2016-01-11,647.629,654.585,202.296,203.377,-0.7476186804037317
2016-01-12,644.7967,653.472,201.5554,202.9585,-3.4076004789232015
2016-01-13,638.798,649.667,200.4349,202.239,0.3373448632545699
2016-01-14,634.4363,646.385,199.7078,201.5695,-1.7424202136964517
2016-01-15,628.3166,641.1055,198.6632,200.548,0.7011648734778744
2016-01-19,623.1893,636.297,197.7277,199.686,0.6879809687482493
2016-01-20,618.2922,631.6785,196.6727,198.9075,0.04872111683159552
2016-01-21,614.1711,627.204,195.8105,198.0905,1.6519735184862019
2016-01-22,612.4767,623.8655,195.399,197.3725,1.5500355548278126
2016-01-25,610.958,620.507,194.7486,196.379,-0.5663433554460868
2016-01-26,610.0334,617.43,194.404,195.594,-1.904562568194656
2016-01-27,607.4921,612.8375,193.897,194.731,8.369288061744578
2016-01-28,610.1452,609.9065,193.5363,193.811,-9.98228951931947
2016-01-29,607.9409,604.803,193.6395,193.1935,-2.066384551943012
2016-02-01,604.7856,599.749,193.731,192.68,-2.1471708252745234
2016-02-02,599.7679,595.5045,193.4795,192.1345,-4.34287244998708
2016-02-03,593.2253,590.3685,193.349,191.619,0.7586475530811018
2016-02-04,587.8,585.549,193.271,191.257,-4.453059647525135
2016-02-05,579.641,580.2585,192.85,190.95,-1.4491143555828383
2016-02-08,570.9228,574.311,192.2271,190.624,-1.1978307924843454
2016-02-09,562.4606,567.5275,191.6569,190.2845,1.7928846609520568
2016-02-10,555.6053,561.157,191.1325,189.866,3.9660914425761766
2016-02-11,550.6734,557.2575,190.437,189.568,-1.376552280542926
2016-02-12,546.5216,552.9615,190.162,189.3055,1.101293342889604
2016-02-16,544.1005,550.5075,190.2104,189.402,0.8374090186493601
2016-02-17,543.1481,548.4885,190.5551,189.6515,-1.3013862994480685
2016-02-18,541.4197,546.15,190.7927,189.9715,1.9478743478743459
2016-02-19,540.7988,544.144,190.9963,190.237,3.152870110974848
2016-02-22,542.5798,542.3,191.4462,190.4485,0.043547465356491344
2016-02-23,543.5665,540.1205,191.6265,190.687,-0.2562201252517371
2016-02-24,544.564,537.76,191.8735,190.8415,-0.9735799297555074
