Unnamed: 0,Sentiment,EMA,SMA,Index_EMA,Index_SMA,percent_difference
2013-03-28,0.06320193602693602,263.3732,265.7584,155.8743,156.1715,-1.5007607130471186
2013-04-01,0.10399242424242423,263.2052,265.5519,155.9663,156.3695,0.1825908214509896
2013-04-02,0.06029545454545454,263.2164,265.0625,156.1199,156.5665,-0.6526621863055986
2013-04-03,-0.01403039321789322,262.8177,264.2345,156.1123,156.61700000000002,-0.36521400710513824
2013-04-04,0.08267108585858585,262.4617,263.499,156.1626,156.6815,-0.9617998108495224
2013-04-05,0.050342027417027424,261.7968,262.579,156.1442,156.69899999999998,0.7427246685713162
2013-04-08,0.07792088744588745,261.5256,261.817,156.2191,156.7315,0.4761315749417617
2013-04-09,0.12467712842712843,261.4889,261.312,156.342,156.766,0.13934473183312868
2013-04-10,0.15139285714285713,261.8014,260.844,156.6409,156.9175,1.5925866783176397
2013-04-11,0.06968290043290043,262.5679,260.5815,156.9608,157.084,1.3816402631091202
2013-04-12,0.11589015151515153,263.5491,260.938,157.2102,157.1855,0.4030416441171869
2013-04-15,0.05837896825396825,263.9463,261.233,157.0878,157.1133,0.2666487576094576
2013-04-16,0.023259595959595966,264.7457,261.9555,157.1938,157.2023,-0.3094843054718843
2013-04-17,0.04517153679653679,264.9985,262.505,157.0629,157.1853,-2.406703667340672
2013-04-18,0.07435768398268398,264.4672,262.6121,156.8588,157.0733,-0.4599402990042246
2013-04-19,0.11837878787878788,264.0722,262.9586,156.7932,157.0888,0.7093084640282341
2013-04-22,0.10971006493506495,264.0225,263.2486,156.8129,157.0848,1.010867056493459
2013-04-23,0.08261666666666667,264.487,263.8926,156.9831,157.2238,-0.03832108487383603
2013-04-24,0.03838083213083214,264.8959,264.3161,157.1362,157.3028,1.7296272459761437
2013-04-25,0.12405832130832131,265.8296,264.7861,157.346,157.4248,-7.027245944307301
2013-04-26,0.025808080808080804,264.7801,264.2021,157.5036,157.5068,-2.6815417283416685
2013-04-29,0.09218308080808083,263.3477,263.6086,157.7508,157.6698,1.4110815160321395
2013-04-30,0.1135833694083694,262.4394,263.133,158.0079,157.8133,-1.3571113285569147
2013-05-01,0.11048340548340548,261.0861,262.593,158.1119,157.9663,0.8352303384011701
2013-05-02,0.0582038961038961,260.2731,262.2665,158.3432,158.1613,1.1873792018064528
2013-05-03,0.05397294372294372,260.0614,262.395,158.7038,158.4693,-1.1681450580639228
2013-05-06,0.12052020202020204,259.6479,262.2335,159.0711,158.7508,0.2754352462893275
2013-05-07,0.05891839826839828,259.4653,262.063,159.4824,159.0448,-0.10266226992051353
2013-05-08,0.05044206349206349,259.3905,261.7585,159.9279,159.2788,0.8401666460190359
2013-05-09,0.1305235930735931,259.4638,261.274,160.289,159.4648,1.0222871361989885
2013-05-10,0.06812590187590188,259.8606,260.812,160.6644,159.6973,0.2485548597982196
2013-05-13,0.08382296176046176,260.3034,260.6515,161.0173,160.1195,0.3734248002117042
2013-05-14,0.10855753968253967,261.0678,260.45099999999996,161.5042,160.516,-1.1652636459772725
2013-05-15,0.15607900895400895,261.5909,260.409,162.0248,161.0735,-0.43623815939503136
2013-05-16,0.11535808080808081,261.8317,260.644,162.4195,161.636,1.2074760614892013
2013-05-17,0.0463314393939394,262.6001,261.123,162.93200000000002,162.2175,-0.8648901438355414
2013-05-20,0.07599823232323233,263.0792,261.327,163.3994,162.7595,0.3344705709870017
2013-05-21,0.07155849567099568,263.6297,261.325,163.8423,163.232,-1.4446737913302194
2013-05-22,0.06070048701298702,263.566,261.034,164.123,163.642,-0.14734913018640572
2013-05-23,0.07873484848484848,263.3978,260.389,164.3304,163.99,0.06728017834805962
2013-05-24,0.08921930014430014,263.2399,260.7355,164.5037,164.3475,1.5065217494781078
2013-05-28,0.09065286796536796,263.6256,261.613,164.7576,164.701,0.0174977572444992
2013-05-29,0.09254329004329005,263.807,262.199,164.8797,164.9805,0.09209228438847088
2013-05-30,0.07405113636363636,264.0949,263.129,165.0531,165.3605,2.327918031429493
2013-05-31,0.08179292929292929,264.5811,263.9615,164.9814,165.5485,-1.3913319508491435
2013-06-03,0.09989880952380953,264.8,264.403,164.9993,165.7005,0.011931334027042441
2013-06-04,0.09686478798978801,264.8857,264.902,164.9442,165.7935,2.0007680194433157
2013-06-05,0.03311991341991342,265.1033,265.374,164.6676,165.726,-0.6663210033816279
2013-06-06,0.07368982683982685,265.363,265.8315,164.5583,165.69400000000002,2.0910287858941508
2013-06-07,0.11746666666666668,266.4589,266.66700000000003,164.6594,165.78900000000002,1.5290332530898898
2013-06-10,0.05977651515151515,267.8504,267.539,164.74900000000002,165.8575,-1.2535771686149766
2013-06-11,0.07553528138528139,268.5104,268.0525,164.6748,165.8375,-0.29629585009936743
2013-06-12,0.09581565656565656,268.8113,268.2195,164.4772,165.66099999999997,-0.002519381398030207
2013-06-13,0.02083982683982684,269.4759,268.681,164.5337,165.56599999999997,-0.01657673177375274
2013-06-14,0.07755781024531025,269.9058,269.1745,164.4847,165.4585,0.6684821337525061
2013-06-17,0.10617891414141414,270.6824,269.5825,164.5681,165.3365,0.5989112449269768
2013-06-18,0.015681818181818182,271.7374,270.289,164.7587,165.273,0.031075945683947337
2013-06-19,0.090125,272.3491,270.754,164.7236,165.09,0.8464769388325786
2013-06-20,0.0650290404040404,272.453,271.278,164.2937,164.761,-0.33573154283131895
